"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"han_2026_gad7","han_2026_gad7_1","GAD01","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"感到紧张、焦虑或坐立不安，甚至易怒",NA,"Never",0,NA,NA,"Feeling nervous, anxious, or on edge, even losing temper",NA
"han_2026_gad7","han_2026_gad7_1","GAD01","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"感到紧张、焦虑或坐立不安，甚至易怒",NA,"Several days",1,NA,NA,"Feeling nervous, anxious, or on edge, even losing temper",NA
"han_2026_gad7","han_2026_gad7_1","GAD01","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"感到紧张、焦虑或坐立不安，甚至易怒",NA,"More than half the days",2,NA,NA,"Feeling nervous, anxious, or on edge, even losing temper",NA
"han_2026_gad7","han_2026_gad7_1","GAD01","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"感到紧张、焦虑或坐立不安，甚至易怒",NA,"Nearly every day",3,NA,NA,"Feeling nervous, anxious, or on edge, even losing temper",NA
"han_2026_gad7","han_2026_gad7_1","GAD02","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对各种事情过度担忧，无论大小、相关与否",NA,"Never",0,NA,NA,"Excessively worrying about various things, big or small, related or unrelated",NA
"han_2026_gad7","han_2026_gad7_1","GAD02","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对各种事情过度担忧，无论大小、相关与否",NA,"Several days",1,NA,NA,"Excessively worrying about various things, big or small, related or unrelated",NA
"han_2026_gad7","han_2026_gad7_1","GAD02","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对各种事情过度担忧，无论大小、相关与否",NA,"More than half the days",2,NA,NA,"Excessively worrying about various things, big or small, related or unrelated",NA
"han_2026_gad7","han_2026_gad7_1","GAD02","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对各种事情过度担忧，无论大小、相关与否",NA,"Nearly every day",3,NA,NA,"Excessively worrying about various things, big or small, related or unrelated",NA
"han_2026_gad7","han_2026_gad7_1","GAD03","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"无法停止或控制对上述事情的担忧",NA,"Never",0,NA,NA,"Unable to stop or control worrying about the above matters",NA
"han_2026_gad7","han_2026_gad7_1","GAD03","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"无法停止或控制对上述事情的担忧",NA,"Several days",1,NA,NA,"Unable to stop or control worrying about the above matters",NA
"han_2026_gad7","han_2026_gad7_1","GAD03","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"无法停止或控制对上述事情的担忧",NA,"More than half the days",2,NA,NA,"Unable to stop or control worrying about the above matters",NA
"han_2026_gad7","han_2026_gad7_1","GAD03","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"无法停止或控制对上述事情的担忧",NA,"Nearly every day",3,NA,NA,"Unable to stop or control worrying about the above matters",NA
"han_2026_gad7","han_2026_gad7_1","GAD04","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"总是感到紧张，很难放松",NA,"Never",0,NA,NA,"Feeling constantly tense, finding it hard to relax",NA
"han_2026_gad7","han_2026_gad7_1","GAD04","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"总是感到紧张，很难放松",NA,"Several days",1,NA,NA,"Feeling constantly tense, finding it hard to relax",NA
"han_2026_gad7","han_2026_gad7_1","GAD04","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"总是感到紧张，很难放松",NA,"More than half the days",2,NA,NA,"Feeling constantly tense, finding it hard to relax",NA
"han_2026_gad7","han_2026_gad7_1","GAD04","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"总是感到紧张，很难放松",NA,"Nearly every day",3,NA,NA,"Feeling constantly tense, finding it hard to relax",NA
"han_2026_gad7","han_2026_gad7_1","GAD05","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"因紧张或烦躁难以安坐或放松",NA,"Never",0,NA,NA,"Difficulty sitting still or relaxing due to tension or restlessness",NA
"han_2026_gad7","han_2026_gad7_1","GAD05","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"因紧张或烦躁难以安坐或放松",NA,"Several days",1,NA,NA,"Difficulty sitting still or relaxing due to tension or restlessness",NA
"han_2026_gad7","han_2026_gad7_1","GAD05","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"因紧张或烦躁难以安坐或放松",NA,"More than half the days",2,NA,NA,"Difficulty sitting still or relaxing due to tension or restlessness",NA
"han_2026_gad7","han_2026_gad7_1","GAD05","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"因紧张或烦躁难以安坐或放松",NA,"Nearly every day",3,NA,NA,"Difficulty sitting still or relaxing due to tension or restlessness",NA
"han_2026_gad7","han_2026_gad7_1","GAD06","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"容易生气或烦躁",NA,"Never",0,NA,NA,"Becoming easily irritated or annoyed",NA
"han_2026_gad7","han_2026_gad7_1","GAD06","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"容易生气或烦躁",NA,"Several days",1,NA,NA,"Becoming easily irritated or annoyed",NA
"han_2026_gad7","han_2026_gad7_1","GAD06","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"容易生气或烦躁",NA,"More than half the days",2,NA,NA,"Becoming easily irritated or annoyed",NA
"han_2026_gad7","han_2026_gad7_1","GAD06","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"容易生气或烦躁",NA,"Nearly every day",3,NA,NA,"Becoming easily irritated or annoyed",NA
"han_2026_gad7","han_2026_gad7_1","GAD07","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对爱好或活动失去兴趣；参与度下降（例如整天躺着看电视、避免外出、宅在家里、活动少、感到没精力）",NA,"No",0,NA,NA,"Losing interest in hobbies or activities; reduced engagement (e.g., lying around watching TV all day, avoiding going out, staying home, low physical activity, feeling lethargic)",NA
"han_2026_gad7","han_2026_gad7_1","GAD07","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对爱好或活动失去兴趣；参与度下降（例如整天躺着看电视、避免外出、宅在家里、活动少、感到没精力）",NA,"Cannot judge",1,NA,NA,"Losing interest in hobbies or activities; reduced engagement (e.g., lying around watching TV all day, avoiding going out, staying home, low physical activity, feeling lethargic)",NA
"han_2026_gad7","han_2026_gad7_1","GAD07","Generalized Anxiety Disorder-7 (GAD-7) as administered in the Jiangsu elderly survey: GAD01-GAD06 are GAD-7 items, GAD07 is a study-specific loss-of-interest item scored in the GAD-7 total","Chinese",NA,NA,"对爱好或活动失去兴趣；参与度下降（例如整天躺着看电视、避免外出、宅在家里、活动少、感到没精力）",NA,"Yes",2,NA,NA,"Losing interest in hobbies or activities; reduced engagement (e.g., lying around watching TV all day, avoiding going out, staying home, low physical activity, feeling lethargic)",NA
